OBJECTID *,Shape *,admin2Name_en,admin2Pcode,admin2RefName,admin2AltName1_en,admin2AltName2_en,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo,Shape_Length,Shape_Area,region_value,district_value
84,Polygon,Bolga  East,GH1204,<Null>,<Null>,<Null>,Upper East,GH12,Ghana,GH,26.10.18,08.03.21,<Null>,0.382252,0.005937,72.1,74.08126774
85,Polygon,Bolgatanga Municipal,GH1205,<Null>,<Null>,<Null>,Upper East,GH12,Ghana,GH,26.10.18,08.03.21,<Null>,0.829548,0.026882,72.1,75.62961147
86,Polygon,Bongo,GH1206,<Null>,<Null>,<Null>,Upper East,GH12,Ghana,GH,26.10.18,08.03.21,<Null>,0.88743,0.034312,72.1,72.12134302
89,Polygon,Builsa North,GH1207,<Null>,<Null>,<Null>,Upper East,GH12,Ghana,GH,26.10.18,08.03.21,<Null>,1.469175,0.067483,72.1,75.60063021
90,Polygon,Builsa South,GH1208,<Null>,<Null>,<Null>,Upper East,GH12,Ghana,GH,26.10.18,08.03.21,<Null>,2.16821,0.102575,72.1,74.26463113
116,Polygon,Garu,GH1209,<Null>,<Null>,<Null>,Upper East,GH12,Ghana,GH,26.10.18,08.03.21,<Null>,1.071011,0.055848,72.1,72.38311642
133,Polygon,Kasena Nankana East,GH1210,<Null>,<Null>,<Null>,Upper East,GH12,Ghana,GH,26.10.18,08.03.21,<Null>,1.928504,0.063421,72.1,74.5864618
134,Polygon,Kasena Nankana West,GH1211,<Null>,<Null>,<Null>,Upper East,GH12,Ghana,GH,26.10.18,08.03.21,<Null>,2.149568,0.072201,72.1,72.19650925
170,Polygon,Nabdam,GH1212,<Null>,<Null>,<Null>,Upper East,GH12,Ghana,GH,26.10.18,08.03.21,<Null>,0.750784,0.020258,72.1,76.15147438
200,Polygon,Pusiga,GH1213,<Null>,<Null>,<Null>,Upper East,GH12,Ghana,GH,26.10.18,08.03.21,<Null>,0.808719,0.021152,72.1,75.40814764
227,Polygon,Talensi,GH1214,<Null>,<Null>,<Null>,Upper East,GH12,Ghana,GH,26.10.18,08.03.21,<Null>,1.84577,0.069294,72.1,72.11180541
237,Polygon,Tempane,GH1215,<Null>,<Null>,<Null>,Upper East,GH12,Ghana,GH,26.10.18,08.03.21,<Null>,0.865392,0.031899,72.1,76.80447082
96,Polygon,Daffiama Bussie Issa,GH1301,<Null>,<Null>,<Null>,Upper West,GH13,Ghana,GH,26.10.18,08.03.21,<Null>,1.937781,0.120196,64.9,66.74626921
127,Polygon,Jirapa,GH1302,<Null>,<Null>,<Null>,Upper West,GH13,Ghana,GH,26.10.18,08.03.21,<Null>,1.569176,0.098159,64.9,67.77720433
161,Polygon,Lambussie-Karni,GH1303,<Null>,<Null>,<Null>,Upper West,GH13,Ghana,GH,26.10.18,08.03.21,<Null>,1.611183,0.067087,64.9,66.92720622
162,Polygon,Lawra,GH1304,<Null>,<Null>,<Null>,Upper West,GH13,Ghana,GH,26.10.18,08.03.21,<Null>,1.330337,0.043553,64.9,69.44833235
171,Polygon,Nadowli-Kaleo,GH1305,<Null>,<Null>,<Null>,Upper West,GH13,Ghana,GH,26.10.18,08.03.21,<Null>,1.607292,0.093406,64.9,68.18178459
172,Polygon,Nandom,GH1306,<Null>,<Null>,<Null>,Upper West,GH13,Ghana,GH,26.10.18,08.03.21,<Null>,0.986234,0.033431,64.9,65.70917273
217,Polygon,Sissala East,GH1307,<Null>,<Null>,<Null>,Upper West,GH13,Ghana,GH,26.10.18,08.03.21,<Null>,3.463461,0.421027,64.9,68.53121702
218,Polygon,Sissala West,GH1308,<Null>,<Null>,<Null>,Upper West,GH13,Ghana,GH,26.10.18,08.03.21,<Null>,2.318707,0.169503,64.9,69.02625249
245,Polygon,Wa East,GH1309,<Null>,<Null>,<Null>,Upper West,GH13,Ghana,GH,26.10.18,08.03.21,<Null>,3.265453,0.354482,64.9,69.6865594
246,Polygon,Wa Municipal,GH1310,<Null>,<Null>,<Null>,Upper West,GH13,Ghana,GH,26.10.18,08.03.21,<Null>,1.177257,0.047796,64.9,66.63104142
247,Polygon,Wa West,GH1311,<Null>,<Null>,<Null>,Upper West,GH13,Ghana,GH,26.10.18,08.03.21,<Null>,1.929044,0.122954,64.9,66.85082932
11,Polygon,Adaklu,GH1401,<Null>,<Null>,<Null>,Volta,GH14,Ghana,GH,26.10.18,08.03.21,<Null>,1.255851,0.065465,28.1,32.76439991
17,Polygon,Afadzato South,GH1402,<Null>,<Null>,<Null>,Volta,GH14,Ghana,GH,26.10.18,08.03.21,<Null>,1.576857,0.045238,28.1,29.5774122
22,Polygon,Agotime Ziope,GH1403,<Null>,<Null>,<Null>,Volta,GH14,Ghana,GH,26.10.18,08.03.21,<Null>,1.030764,0.025773,28.1,30.68492196
28,Polygon,Akatsi North,GH1404,<Null>,<Null>,<Null>,Volta,GH14,Ghana,GH,26.10.18,08.03.21,<Null>,0.950787,0.025645,28.1,31.16526562
29,Polygon,Akatsi South,GH1405,<Null>,<Null>,<Null>,Volta,GH14,Ghana,GH,26.10.18,08.03.21,<Null>,1.311656,0.043812,28.1,28.92977364
36,Polygon,Anloga,GH1406,<Null>,<Null>,<Null>,Volta,GH14,Ghana,GH,26.10.18,08.03.21,<Null>,0.772038,0.019256,28.1,31.54948816
94,Polygon,Central Tongu,GH1407,<Null>,<Null>,<Null>,Volta,GH14,Ghana,GH,26.10.18,08.03.21,<Null>,1.462467,0.055733,28.1,30.16116682
121,Polygon,Ho Municipal,GH1408,<Null>,<Null>,<Null>,Volta,GH14,Ghana,GH,26.10.18,08.03.21,<Null>,1.33747,0.04691,28.1,29.24470274
122,Polygon,Ho West,GH1409,<Null>,<Null>,<Null>,Volta,GH14,Ghana,GH,26.10.18,08.03.21,<Null>,2.370731,0.081963,28.1,30.87481389
123,Polygon,Hohoe Municipal,GH1410,<Null>,<Null>,<Null>,Volta,GH14,Ghana,GH,26.10.18,08.03.21,<Null>,1.343194,0.055993,28.1,30.58094018
135,Polygon,Keta Municipal,GH1411,<Null>,<Null>,<Null>,Volta,GH14,Ghana,GH,26.10.18,08.03.21,<Null>,1.009997,0.042197,28.1,28.47533591
136,Polygon,Ketu North,GH1412,<Null>,<Null>,<Null>,Volta,GH14,Ghana,GH,26.10.18,08.03.21,<Null>,1.022237,0.034601,28.1,31.23008482
137,Polygon,Ketu South,GH1413,<Null>,<Null>,<Null>,Volta,GH14,Ghana,GH,26.10.18,08.03.21,<Null>,0.772166,0.022689,28.1,29.33193884
143,Polygon,Kpando Municipal,GH1414,<Null>,<Null>,<Null>,Volta,GH14,Ghana,GH,26.10.18,08.03.21,<Null>,0.707574,0.025688,28.1,28.3073959
183,Polygon,North Dayi,GH1415,<Null>,<Null>,<Null>,Volta,GH14,Ghana,GH,26.10.18,08.03.21,<Null>,1.09212,0.03789,28.1,28.7771173
186,Polygon,North Tongu,GH1416,<Null>,<Null>,<Null>,Volta,GH14,Ghana,GH,26.10.18,08.03.21,<Null>,1.685053,0.092422,28.1,32.77406303
219,Polygon,South Dayi,GH1417,<Null>,<Null>,<Null>,Volta,GH14,Ghana,GH,26.10.18,08.03.21,<Null>,1.017016,0.029308,28.1,32.6282643
220,Polygon,South Tongu,GH1418,<Null>,<Null>,<Null>,Volta,GH14,Ghana,GH,26.10.18,08.03.21,<Null>,1.369692,0.052541,28.1,29.72129416
26,Polygon,Ahanta West Municipal,GH1501,<Null>,<Null>,<Null>,Western,GH15,Ghana,GH,26.10.18,08.03.21,<Null>,1.204312,0.045202,43.6,44.36203942
103,Polygon,Effia Kwesimintsim Municipal,GH1502,<Null>,<Null>,<Null>,Western,GH15,Ghana,GH,26.10.18,08.03.21,<Null>,0.512752,0.008551,43.6,48.05737165
108,Polygon,Ellembelle,GH1503,<Null>,<Null>,<Null>,Western,GH15,Ghana,GH,26.10.18,08.03.21,<Null>,1.631817,0.081212,43.6,46.52272607
128,Polygon,Jomoro,GH1504,<Null>,<Null>,<Null>,Western,GH15,Ghana,GH,26.10.18,08.03.21,<Null>,2.292776,0.121899,43.6,44.75167135
169,Polygon,Mpohor,GH1505,<Null>,<Null>,<Null>,Western,GH15,Ghana,GH,26.10.18,08.03.21,<Null>,1.142084,0.042802,43.6,44.06707019
188,Polygon,Nzema East,GH1506,<Null>,<Null>,<Null>,Western,GH15,Ghana,GH,26.10.18,08.03.21,<Null>,1.76193,0.088424,43.6,44.49721944
197,Polygon,Prestea/Huni Valley,GH1507,<Null>,<Null>,<Null>,Western,GH15,Ghana,GH,26.10.18,08.03.21,<Null>,2.257185,0.147649,43.6,45.622404
207,Polygon,Sekondi Takoradi Metropolis,GH1508,<Null>,<Null>,<Null>,Western,GH15,Ghana,GH,26.10.18,08.03.21,<Null>,0.578452,0.00706,43.6,44.18683468
216,Polygon,Shama,GH1509,<Null>,<Null>,<Null>,Western,GH15,Ghana,GH,26.10.18,08.03.21,<Null>,0.628685,0.015811,43.6,44.27002901
231,Polygon,Tarkwa Nsuaem,GH1510,<Null>,<Null>,<Null>,Western,GH15,Ghana,GH,26.10.18,08.03.21,<Null>,1.603453,0.073844,43.6,48.06053597
248,Polygon,Wassa Amenfi Central,GH1511,<Null>,<Null>,<Null>,Western,GH15,Ghana,GH,26.10.18,08.03.21,<Null>,2.511717,0.150651,43.6,45.2466432
249,Polygon,Wassa Amenfi East,GH1512,<Null>,<Null>,<Null>,Western,GH15,Ghana,GH,26.10.18,08.03.21,<Null>,2.026315,0.127213,43.6,44.64523154
250,Polygon,Wassa Amenfi West,GH1513,<Null>,<Null>,<Null>,Western,GH15,Ghana,GH,26.10.18,08.03.21,<Null>,2.873712,0.118286,43.6,46.36903214
251,Polygon,Wassa East,GH1514,<Null>,<Null>,<Null>,Western,GH15,Ghana,GH,26.10.18,08.03.21,<Null>,1.976553,0.134803,43.6,47.27924579
37,Polygon,Aowin,GH1601,<Null>,<Null>,<Null>,Western North,GH16,Ghana,GH,26.10.18,08.03.21,<Null>,3.078852,0.213054,55.4,56.07637777
74,Polygon,Bia East,GH1602,<Null>,<Null>,<Null>,Western North,GH16,Ghana,GH,26.10.18,08.03.21,<Null>,1.301702,0.064076,55.4,56.6307579
75,Polygon,Bia West,GH1603,<Null>,<Null>,<Null>,Western North,GH16,Ghana,GH,26.10.18,08.03.21,<Null>,1.77447,0.105191,55.4,55.52694739
77,Polygon,Bibiani-Anhwiaso-Bekwai Municipal,GH1604,<Null>,<Null>,<Null>,Western North,GH16,Ghana,GH,26.10.18,08.03.21,<Null>,1.49488,0.068145,55.4,56.30832878
82,Polygon,Bodi,GH1605,<Null>,<Null>,<Null>,Western North,GH16,Ghana,GH,26.10.18,08.03.21,<Null>,1.393751,0.054094,55.4,60.23157399
130,Polygon,Juaboso,GH1606,<Null>,<Null>,<Null>,Western North,GH16,Ghana,GH,26.10.18,08.03.21,<Null>,2.001652,0.111905,55.4,56.97304179
205,Polygon,Sefwi-Wiawso,GH1608,<Null>,<Null>,<Null>,Western North,GH16,Ghana,GH,26.10.18,08.03.21,<Null>,1.793066,0.082649,55.4,56.23338686
206,Polygon,Sefwi Akontombra,GH1607,<Null>,<Null>,<Null>,Western North,GH16,Ghana,GH,26.10.18,08.03.21,<Null>,1.802299,0.091447,55.4,58.13326449
221,Polygon,Suaman,GH1609,<Null>,<Null>,<Null>,Western North,GH16,Ghana,GH,26.10.18,08.03.21,<Null>,0.864625,0.032667,55.4,59.44043798
